연도,일시,측정소,PM2.5
4,01-14 19:00,공주,0.10880573358738471
4,01-14 20:00,공주,0.10669563734551393
4,01-14 21:00,공주,0.10493325536953949
4,01-14 22:00,공주,0.10363869107865009
4,01-14 23:00,공주,0.10290016688990124
4,01-15 00:00,공주,0.1027680120062872
4,01-15 01:00,공주,0.10325123256473004
4,01-15 02:00,공주,0.10431689788273157
4,01-15 03:00,공주,0.10589238462996524
4,01-15 04:00,공주,0.10787032598822198
4,01-15 05:00,공주,0.11011592852263927
4,01-15 06:00,공주,0.11247615813153021
4,01-15 07:00,공주,0.11479016906751273
4,01-15 08:00,공주,0.1169002653093835
4,01-15 09:00,공주,0.11866264728535796
4,01-15 10:00,공주,0.11995721157624734
4,01-15 11:00,공주,0.1206957357649962
4,01-15 12:00,공주,0.12082789064861023
4,01-15 13:00,공주,0.1203446700901674
4,01-15 14:00,공주,0.11927900477216585
4,01-15 15:00,공주,0.1177035180249322
4,01-15 16:00,공주,0.11572557666667546
4,01-15 17:00,공주,0.11347997413225816
4,01-15 18:00,공주,0.11111974452336723
4,01-15 19:00,공주,0.10880573358738471
4,01-15 20:00,공주,0.10669563734551393
4,01-15 21:00,공주,0.10493325536953949
4,01-15 22:00,공주,0.10363869107865009
4,01-15 23:00,공주,0.10290016688990124
4,01-18 00:00,공주,0.10462664379238498
4,01-18 01:00,공주,0.10510986435082782
4,01-18 02:00,공주,0.10617552966882936
4,01-18 03:00,공주,0.10775101641606302
4,01-18 04:00,공주,0.10972895777431976
4,01-18 05:00,공주,0.11197456030873705
4,01-18 06:00,공주,0.114334789917628
4,01-18 07:00,공주,0.11664880085361051
4,01-18 08:00,공주,0.11875889709548128
4,01-18 09:00,공주,0.12052127907145574
4,01-18 10:00,공주,0.12181584336234512
4,01-18 11:00,공주,0.12255436755109399
4,01-18 12:00,공주,0.12268652243470801
4,01-18 13:00,공주,0.12220330187626519
4,01-18 14:00,공주,0.12113763655826364
4,01-18 15:00,공주,0.11956214981102999
4,01-18 16:00,공주,0.11758420845277325
4,01-18 17:00,공주,0.11533860591835594
4,01-18 18:00,공주,0.11297837630946501
4,01-18 19:00,공주,0.1106643653734825
4,01-18 20:00,공주,0.10855426913161172
4,01-18 21:00,공주,0.10679188715563727
4,01-18 22:00,공주,0.10549732286474788
4,01-18 23:00,공주,0.10475879867599902
4,01-19 00:00,공주,0.10462664379238498
4,01-19 01:00,공주,0.10510986435082782
4,01-19 02:00,공주,0.10617552966882936
4,01-19 03:00,공주,0.10775101641606302
4,01-19 04:00,공주,0.10972895777431976
4,01-19 05:00,공주,0.11197456030873705
4,01-19 06:00,공주,0.114334789917628
4,01-19 07:00,공주,0.11664880085361051
4,01-19 08:00,공주,0.11875889709548128
4,01-19 09:00,공주,0.12052127907145574
4,01-19 10:00,공주,0.12181584336234512
4,01-19 11:00,공주,0.12255436755109399
4,01-19 12:00,공주,0.12268652243470801
4,01-19 13:00,공주,0.12220330187626519
4,01-19 14:00,공주,0.12113763655826364
4,01-19 15:00,공주,0.11956214981102999
4,01-19 16:00,공주,0.11758420845277325
4,01-19 17:00,공주,0.11533860591835594
4,01-19 18:00,공주,0.11297837630946501
4,01-19 19:00,공주,0.1106643653734825
4,01-19 20:00,공주,0.10855426913161172
4,01-19 21:00,공주,0.10679188715563727
4,01-19 22:00,공주,0.10549732286474788
4,01-19 23:00,공주,0.10475879867599902
4,01-20 00:00,공주,0.10462664379238498
4,01-20 01:00,공주,0.10510986435082782
4,01-20 02:00,공주,0.10617552966882936
4,01-20 03:00,공주,0.10775101641606302
4,01-20 04:00,공주,0.10972895777431976
4,01-20 05:00,공주,0.11197456030873705
4,01-20 06:00,공주,0.114334789917628
4,01-20 07:00,공주,0.11664880085361051
4,01-20 08:00,공주,0.11875889709548128
4,01-20 09:00,공주,0.12052127907145574
4,01-20 10:00,공주,0.12181584336234512
4,01-20 11:00,공주,0.12255436755109399
4,01-20 12:00,공주,0.12268652243470801
4,01-20 13:00,공주,0.12220330187626519
4,01-20 14:00,공주,0.12113763655826364
4,01-20 15:00,공주,0.11956214981102999
4,01-20 16:00,공주,0.11758420845277325
4,01-20 17:00,공주,0.11533860591835594
4,01-20 18:00,공주,0.11297837630946501
4,01-20 19:00,공주,0.1106643653734825
4,01-20 20:00,공주,0.10855426913161172
4,01-20 21:00,공주,0.10679188715563727
4,01-20 22:00,공주,0.10549732286474788
4,01-20 23:00,공주,0.10475879867599902
4,01-23 00:00,공주,0.10635158167471481
4,01-23 01:00,공주,0.10683480223315765
4,01-23 02:00,공주,0.10790046755115919
4,01-23 03:00,공주,0.10947595429839285
4,01-23 04:00,공주,0.1114538956566496
4,01-23 05:00,공주,0.11369949819106688
4,01-23 06:00,공주,0.11605972779995782
4,01-23 07:00,공주,0.11837373873594034
4,01-23 08:00,공주,0.12048383497781112
4,01-23 09:00,공주,0.12224621695378557
4,01-23 10:00,공주,0.12354078124467496
4,01-23 11:00,공주,0.12427930543342383
4,01-23 12:00,공주,0.12441146031703784
4,01-23 13:00,공주,0.12392823975859502
4,01-23 14:00,공주,0.12286257444059348
4,01-23 15:00,공주,0.12128708769335983
4,01-23 16:00,공주,0.11930914633510309
4,01-23 17:00,공주,0.11706354380068577
4,01-23 18:00,공주,0.11470331419179484
4,01-23 19:00,공주,0.11238930325581233
4,01-23 20:00,공주,0.11027920701394155
4,01-23 21:00,공주,0.1085168250379671
4,01-23 22:00,공주,0.1072222607470777
4,01-23 23:00,공주,0.10648373655832885
4,01-24 00:00,공주,0.10635158167471481
4,01-24 01:00,공주,0.10683480223315765
4,01-24 02:00,공주,0.10790046755115919
4,01-24 03:00,공주,0.10947595429839285
4,01-24 04:00,공주,0.1114538956566496
4,01-24 05:00,공주,0.11369949819106688
4,01-24 06:00,공주,0.11605972779995782
4,01-24 07:00,공주,0.11837373873594034
4,01-24 08:00,공주,0.12048383497781112
4,01-24 09:00,공주,0.12224621695378557
4,01-24 10:00,공주,0.12354078124467496
4,01-24 11:00,공주,0.12427930543342383
4,01-24 12:00,공주,0.12441146031703784
4,01-24 13:00,공주,0.12392823975859502
4,01-24 14:00,공주,0.12286257444059348
4,01-24 15:00,공주,0.12128708769335983
4,01-24 16:00,공주,0.11930914633510309
4,01-24 17:00,공주,0.11706354380068577
4,01-24 18:00,공주,0.11470331419179484
4,01-24 19:00,공주,0.11238930325581233
4,01-24 20:00,공주,0.11027920701394155
4,01-24 21:00,공주,0.1085168250379671
4,01-24 22:00,공주,0.1072222607470777
4,01-24 23:00,공주,0.10648373655832885
4,01-25 00:00,공주,0.10635158167471481
4,01-25 01:00,공주,0.10683480223315765
4,01-25 02:00,공주,0.10790046755115919
4,01-25 03:00,공주,0.10947595429839285
4,01-25 04:00,공주,0.1114538956566496
4,01-25 05:00,공주,0.11369949819106688
4,01-25 06:00,공주,0.11605972779995782
4,01-25 07:00,공주,0.11837373873594034
4,01-25 08:00,공주,0.12048383497781112
4,01-25 09:00,공주,0.12224621695378557
4,01-25 10:00,공주,0.12354078124467496
4,01-25 11:00,공주,0.12427930543342383
4,01-25 12:00,공주,0.12441146031703784
4,01-25 13:00,공주,0.12392823975859502
4,01-25 14:00,공주,0.12286257444059348
4,01-25 15:00,공주,0.12128708769335983
4,01-25 16:00,공주,0.11930914633510309
4,01-25 17:00,공주,0.11706354380068577
4,01-25 18:00,공주,0.11470331419179484
4,01-25 19:00,공주,0.11238930325581233
4,01-25 20:00,공주,0.11027920701394155
4,01-25 21:00,공주,0.1085168250379671
4,01-25 22:00,공주,0.1072222607470777
4,01-25 23:00,공주,0.10648373655832885
4,01-28 00:00,공주,0.10785832579115688
4,01-28 01:00,공주,0.10834154634959972
4,01-28 02:00,공주,0.10940721166760126
4,01-28 03:00,공주,0.11098269841483492
4,01-28 04:00,공주,0.11296063977309166
4,01-28 05:00,공주,0.11520624230750895
4,01-28 06:00,공주,0.11756647191639989
4,01-28 07:00,공주,0.1198804828523824
4,01-28 08:00,공주,0.12199057909425318
4,01-28 09:00,공주,0.12375296107022762
4,01-28 10:00,공주,0.12504752536111702
4,01-28 11:00,공주,0.12578604954986589
4,01-28 12:00,공주,0.1259182044334799
4,01-28 13:00,공주,0.12543498387503707
4,01-28 14:00,공주,0.12436931855703554
4,01-28 15:00,공주,0.12279383180980188
4,01-28 16:00,공주,0.12081589045154514
4,01-28 17:00,공주,0.11857028791712784
4,01-28 18:00,공주,0.11621005830823691
4,01-28 19:00,공주,0.1138960473722544
4,01-28 20:00,공주,0.11178595113038362
4,01-28 21:00,공주,0.11002356915440917
4,01-28 22:00,공주,0.10872900486351977
4,01-28 23:00,공주,0.10799048067477092
4,01-29 00:00,공주,0.10785832579115688
4,01-29 01:00,공주,0.10834154634959972
4,01-29 02:00,공주,0.10940721166760126
4,01-29 03:00,공주,0.11098269841483492
4,01-29 04:00,공주,0.11296063977309166
4,01-29 05:00,공주,0.11520624230750895
4,01-29 06:00,공주,0.11756647191639989
4,01-29 07:00,공주,0.1198804828523824
4,01-29 08:00,공주,0.12199057909425318
4,01-29 09:00,공주,0.12375296107022762
4,01-29 10:00,공주,0.12504752536111702
4,01-29 11:00,공주,0.12578604954986589
4,01-29 12:00,공주,0.1259182044334799
4,01-29 13:00,공주,0.12543498387503707
4,01-29 14:00,공주,0.12436931855703554
4,01-29 15:00,공주,0.12279383180980188
4,01-29 16:00,공주,0.12081589045154514
4,01-29 17:00,공주,0.11857028791712784
4,01-29 18:00,공주,0.11621005830823691
4,01-29 19:00,공주,0.1138960473722544
4,01-29 20:00,공주,0.11178595113038362
4,01-29 21:00,공주,0.11002356915440917
4,01-29 22:00,공주,0.10872900486351977
4,01-29 23:00,공주,0.10799048067477092
4,01-30 00:00,공주,0.10785832579115688
4,01-30 01:00,공주,0.10834154634959972
4,01-30 02:00,공주,0.10940721166760126
4,01-30 03:00,공주,0.11098269841483492
4,01-30 04:00,공주,0.11296063977309166
4,01-30 05:00,공주,0.11520624230750895
4,01-30 06:00,공주,0.11756647191639989
4,01-30 07:00,공주,0.1198804828523824
4,01-30 08:00,공주,0.12199057909425318
4,01-30 09:00,공주,0.12375296107022762
4,01-30 10:00,공주,0.12504752536111702
4,01-30 11:00,공주,0.12578604954986589
4,01-30 12:00,공주,0.1259182044334799
4,01-30 13:00,공주,0.12543498387503707
4,01-30 14:00,공주,0.12436931855703554
4,01-30 15:00,공주,0.12279383180980188
4,01-30 16:00,공주,0.12081589045154514
4,01-30 17:00,공주,0.11857028791712784
4,01-30 18:00,공주,0.11621005830823691
4,01-30 19:00,공주,0.1138960473722544
4,01-30 20:00,공주,0.11178595113038362
4,01-30 21:00,공주,0.11002356915440917
4,01-30 22:00,공주,0.10872900486351977
4,01-30 23:00,공주,0.10799048067477092
4,02-02 00:00,공주,0.10164913898257023
4,02-02 01:00,공주,0.10213235954101307
4,02-02 02:00,공주,0.10319802485901461
4,02-02 03:00,공주,0.10477351160624827
4,02-02 04:00,공주,0.10675145296450501
4,02-02 05:00,공주,0.1089970554989223
4,02-02 06:00,공주,0.11135728510781324
4,02-02 07:00,공주,0.11367129604379576
4,02-02 08:00,공주,0.11578139228566653
4,02-02 09:00,공주,0.11754377426164099
4,02-02 10:00,공주,0.11883833855253037
4,02-02 11:00,공주,0.11957686274127924
4,02-02 12:00,공주,0.11970901762489328
4,02-02 13:00,공주,0.11922579706645045
4,02-02 14:00,공주,0.11816013174844889
4,02-02 15:00,공주,0.11658464500121524
4,02-02 16:00,공주,0.1146067036429585
4,02-02 17:00,공주,0.1123611011085412
4,02-02 18:00,공주,0.11000087149965027
4,02-02 19:00,공주,0.10768686056366775
4,02-02 20:00,공주,0.10557676432179697
4,02-02 21:00,공주,0.10381438234582252
4,02-02 22:00,공주,0.10251981805493313
4,02-02 23:00,공주,0.10178129386618427
4,02-03 00:00,공주,0.10164913898257023
4,02-03 01:00,공주,0.10213235954101307
4,02-03 02:00,공주,0.10319802485901461
4,02-03 03:00,공주,0.10477351160624827
4,02-03 04:00,공주,0.10675145296450501
4,02-03 05:00,공주,0.1089970554989223
4,02-03 06:00,공주,0.11135728510781324
4,02-03 07:00,공주,0.11367129604379576
4,02-03 08:00,공주,0.11578139228566653
4,02-03 09:00,공주,0.11754377426164099
4,02-03 10:00,공주,0.11883833855253037
4,02-03 11:00,공주,0.11957686274127924
4,02-03 12:00,공주,0.11970901762489328
4,02-03 13:00,공주,0.11922579706645045
4,02-03 14:00,공주,0.11816013174844889
4,02-03 15:00,공주,0.11658464500121524
4,02-03 16:00,공주,0.1146067036429585
4,02-03 17:00,공주,0.1123611011085412
4,02-03 18:00,공주,0.11000087149965027
4,02-03 19:00,공주,0.10768686056366775
4,02-03 20:00,공주,0.10557676432179697
4,02-03 21:00,공주,0.10381438234582252
4,02-03 22:00,공주,0.10251981805493313
4,02-03 23:00,공주,0.10178129386618427
4,02-04 00:00,공주,0.10164913898257023
4,02-04 01:00,공주,0.10213235954101307
4,02-04 02:00,공주,0.10319802485901461
4,02-04 03:00,공주,0.10477351160624827
4,02-04 04:00,공주,0.10675145296450501
4,02-04 05:00,공주,0.1089970554989223
4,02-04 06:00,공주,0.11135728510781324
4,02-04 07:00,공주,0.11367129604379576
4,02-04 08:00,공주,0.11578139228566653
4,02-04 09:00,공주,0.11754377426164099
4,02-04 10:00,공주,0.11883833855253037
4,02-04 11:00,공주,0.11957686274127924
4,02-04 12:00,공주,0.11970901762489328
4,02-04 13:00,공주,0.11922579706645045
4,02-04 14:00,공주,0.11816013174844889
4,02-04 15:00,공주,0.11658464500121524
4,02-04 16:00,공주,0.1146067036429585
4,02-04 17:00,공주,0.1123611011085412
4,02-04 18:00,공주,0.11000087149965027
4,02-04 19:00,공주,0.10768686056366775
4,02-04 20:00,공주,0.10557676432179697
4,02-04 21:00,공주,0.10381438234582252
4,02-04 22:00,공주,0.10251981805493313
4,02-04 23:00,공주,0.10178129386618427
4,02-07 00:00,공주,0.11324534241539111
4,02-07 01:00,공주,0.11372856297383394
4,02-07 02:00,공주,0.11479422829183548
4,02-07 03:00,공주,0.11636971503906914
4,02-07 04:00,공주,0.11834765639732589
4,02-07 05:00,공주,0.12059325893174318
4,02-07 06:00,공주,0.1229534885406341
4,02-07 07:00,공주,0.12526749947661664
4,02-07 08:00,공주,0.1273775957184874
4,02-07 09:00,공주,0.12913997769446187
4,02-07 10:00,공주,0.13043454198535126
4,02-07 11:00,공주,0.13117306617410013
4,02-07 12:00,공주,0.13130522105771414
4,02-07 13:00,공주,0.1308220004992713
4,02-07 14:00,공주,0.12975633518126978
4,02-07 15:00,공주,0.1281808484340361
4,02-07 16:00,공주,0.12620290707577936
4,02-07 17:00,공주,0.12395730454136207
4,02-07 18:00,공주,0.12159707493247114
4,02-07 19:00,공주,0.11928306399648862
4,02-07 20:00,공주,0.11717296775461784
4,02-07 21:00,공주,0.1154105857786434
4,02-07 22:00,공주,0.114116021487754
4,02-07 23:00,공주,0.11337749729900513
4,02-08 00:00,공주,0.11324534241539111
4,02-08 01:00,공주,0.11372856297383394
4,02-08 02:00,공주,0.11479422829183548
4,02-08 03:00,공주,0.11636971503906914
4,02-08 04:00,공주,0.11834765639732589
4,02-08 05:00,공주,0.12059325893174318
4,02-08 06:00,공주,0.1229534885406341
4,02-08 07:00,공주,0.12526749947661664
4,02-08 08:00,공주,0.1273775957184874
4,02-08 09:00,공주,0.12913997769446187
4,02-08 10:00,공주,0.13043454198535126
4,02-08 11:00,공주,0.13117306617410013
4,02-08 12:00,공주,0.13130522105771414
4,02-08 13:00,공주,0.1308220004992713
4,02-08 14:00,공주,0.12975633518126978
4,02-08 15:00,공주,0.1281808484340361
4,02-08 16:00,공주,0.12620290707577936
4,02-08 17:00,공주,0.12395730454136207
4,02-08 18:00,공주,0.12159707493247114
4,02-08 19:00,공주,0.11928306399648862
4,02-08 20:00,공주,0.11717296775461784
4,02-08 21:00,공주,0.1154105857786434
4,02-08 22:00,공주,0.114116021487754
4,02-08 23:00,공주,0.11337749729900513
4,02-09 00:00,공주,0.11324534241539111
4,02-09 01:00,공주,0.11372856297383394
4,02-09 02:00,공주,0.11479422829183548
4,02-09 03:00,공주,0.11636971503906914
4,02-09 04:00,공주,0.11834765639732589
4,02-09 05:00,공주,0.12059325893174318
4,02-09 06:00,공주,0.1229534885406341
4,02-09 07:00,공주,0.12526749947661664
4,02-09 08:00,공주,0.1273775957184874
4,02-09 09:00,공주,0.12913997769446187
4,02-09 10:00,공주,0.13043454198535126
4,02-09 11:00,공주,0.13117306617410013
4,02-09 12:00,공주,0.13130522105771414
4,02-09 13:00,공주,0.1308220004992713
4,02-09 14:00,공주,0.12975633518126978
4,02-09 15:00,공주,0.1281808484340361
4,02-09 16:00,공주,0.12620290707577936
4,02-09 17:00,공주,0.12395730454136207
4,02-09 18:00,공주,0.12159707493247114
4,02-09 19:00,공주,0.11928306399648862
4,02-09 20:00,공주,0.11717296775461784
4,02-09 21:00,공주,0.1154105857786434
4,02-09 22:00,공주,0.114116021487754
4,02-09 23:00,공주,0.11337749729900513
4,02-12 00:00,공주,0.09545899621617558
4,02-12 01:00,공주,0.09594221677461842
4,02-12 02:00,공주,0.09700788209261996
4,02-12 03:00,공주,0.09858336883985362
4,02-12 04:00,공주,0.10056131019811036
4,02-12 05:00,공주,0.10280691273252765
4,02-12 06:00,공주,0.10516714234141859
4,02-12 07:00,공주,0.10748115327740111
4,02-12 08:00,공주,0.10959124951927188
4,02-12 09:00,공주,0.11135363149524634
4,02-12 10:00,공주,0.11264819578613572
4,02-12 11:00,공주,0.11338671997488459
4,02-12 12:00,공주,0.11351887485849861
4,02-12 13:00,공주,0.11303565430005579
4,02-12 14:00,공주,0.11196998898205424
4,02-12 15:00,공주,0.11039450223482059
4,02-12 16:00,공주,0.10841656087656384
4,02-12 17:00,공주,0.10617095834214654
4,02-12 18:00,공주,0.10381072873325561
4,02-12 19:00,공주,0.1014967177972731
4,02-12 20:00,공주,0.09938662155540232
4,02-12 21:00,공주,0.09762423957942787
4,02-12 22:00,공주,0.09632967528853847
4,02-12 23:00,공주,0.09559115109978962
4,02-13 00:00,공주,0.09545899621617558
4,02-13 01:00,공주,0.09594221677461842
4,02-13 02:00,공주,0.09700788209261996
4,02-13 03:00,공주,0.09858336883985362
4,02-13 04:00,공주,0.10056131019811036
4,02-13 05:00,공주,0.10280691273252765
4,02-13 06:00,공주,0.10516714234141859
4,02-13 07:00,공주,0.10748115327740111
4,02-13 08:00,공주,0.10959124951927188
4,02-13 09:00,공주,0.11135363149524634
4,02-13 10:00,공주,0.11264819578613572
4,02-13 11:00,공주,0.11338671997488459
4,02-13 12:00,공주,0.11351887485849861
4,02-13 13:00,공주,0.11303565430005579
4,02-13 14:00,공주,0.11196998898205424
4,02-13 15:00,공주,0.11039450223482059
4,02-13 16:00,공주,0.10841656087656384
4,02-13 17:00,공주,0.10617095834214654
4,02-13 18:00,공주,0.10381072873325561
4,02-13 19:00,공주,0.1014967177972731
4,02-13 20:00,공주,0.09938662155540232
4,02-13 21:00,공주,0.09762423957942787
4,02-13 22:00,공주,0.09632967528853847
4,02-13 23:00,공주,0.09559115109978962
4,02-14 00:00,공주,0.09545899621617558
4,02-14 01:00,공주,0.09594221677461842
4,02-14 02:00,공주,0.09700788209261996
4,02-14 03:00,공주,0.09858336883985362
4,02-14 04:00,공주,0.10056131019811036
4,02-14 05:00,공주,0.10280691273252765
4,02-14 06:00,공주,0.10516714234141859
4,02-14 07:00,공주,0.10748115327740111
4,02-14 08:00,공주,0.10959124951927188
4,02-14 09:00,공주,0.11135363149524634
4,02-14 10:00,공주,0.11264819578613572
